onset	duration	trial_type	condition	pairmate	pairID
13.5	1	scene	violation	A	25
15.057507558027284	1	reward	n/a	n/a	n/a
18.0	1	scene	nonviolation	A	56
19.557451129890982	1	neutral	n/a	n/a	n/a
22.5	1	scene	nonviolation	A	91
24.0573884958867	1	reward	n/a	n/a	n/a
27.0	1	scene	violation	A	10
28.55732377804816	1	reward	n/a	n/a	n/a
31.5	1	scene	violation	A	11
33.05727014201693	1	neutral	n/a	n/a	n/a
36.0	1	scene	nonviolation	A	54
37.557202718919136	1	reward	n/a	n/a	n/a
40.5	1	scene	violation	A	41
42.057140996912494	1	neutral	n/a	n/a	n/a
45.0	1	scene	violation	A	22
46.5570812439546	1	reward	n/a	n/a	n/a
49.5	1	scene	violation	A	45
51.05703082797118	1	reward	n/a	n/a	n/a
54.0	1	scene	nonviolation	A	81
55.55696449289098	1	neutral	n/a	n/a	n/a
58.5	1	scene	violation	A	36
60.05690377904102	1	reward	n/a	n/a	n/a
63.0	1	scene	violation	A	42
64.5568409380503	1	neutral	n/a	n/a	n/a
67.5	1	scene	nonviolation	A	77
69.05677867797203	1	reward	n/a	n/a	n/a
72.0	1	scene	nonviolation	A	70
73.5567207429558	1	reward	n/a	n/a	n/a
76.5	1	scene	nonviolation	A	86
78.05666884197855	1	reward	n/a	n/a	n/a
81.0	1	scene	nonviolation	A	65
82.55659923795609	1	neutral	n/a	n/a	n/a
85.5	1	scene	violation	A	20
87.05654362495989	1	neutral	n/a	n/a	n/a
90.0	1	scene	nonviolation	A	68
91.55648094392382	1	neutral	n/a	n/a	n/a
94.5	1	scene	nonviolation	A	72
96.05642754794098	1	reward	n/a	n/a	n/a
99.0	1	scene	nonviolation	A	58
100.55635749595241	1	neutral	n/a	n/a	n/a
103.5	1	scene	nonviolation	A	83
105.05630967696196	1	neutral	n/a	n/a	n/a
108.0	1	scene	violation	A	40
109.55623770807871	1	reward	n/a	n/a	n/a
112.5	1	scene	nonviolation	A	60
114.05618127295747	1	neutral	n/a	n/a	n/a
117.0	1	scene	violation	A	26
118.5561225109268	1	neutral	n/a	n/a	n/a
121.5	1	scene	violation	A	8
123.056055909954	1	reward	n/a	n/a	n/a
126.0	1	scene	nonviolation	A	49
127.55599774606527	1	reward	n/a	n/a	n/a
130.5	1	scene	nonviolation	A	96
132.05593642801978	1	neutral	n/a	n/a	n/a
135.0	1	scene	nonviolation	A	80
136.55588588491082	1	neutral	n/a	n/a	n/a
139.5	1	scene	violation	A	13
141.0558197319042	1	reward	n/a	n/a	n/a
144.0	1	scene	nonviolation	A	55
145.55575839197263	1	neutral	n/a	n/a	n/a
148.5	1	scene	violation	A	4
150.05569567601196	1	reward	n/a	n/a	n/a
153.0	1	scene	violation	A	29
154.5556359500624	1	reward	n/a	n/a	n/a
157.5	1	scene	violation	A	34
159.05558408307843	1	neutral	n/a	n/a	n/a
162.0	1	scene	nonviolation	A	74
163.55551331210881	1	neutral	n/a	n/a	n/a
166.5	1	scene	nonviolation	A	92
168.05545949796215	1	neutral	n/a	n/a	n/a
171.0	1	scene	nonviolation	A	57
172.55539376195517	1	reward	n/a	n/a	n/a
175.5	1	scene	violation	A	23
177.05533837899566	1	neutral	n/a	n/a	n/a
180.0	1	scene	violation	A	1
181.5552772060037	1	neutral	n/a	n/a	n/a
184.5	1	scene	violation	A	2
186.05521274800412	1	neutral	n/a	n/a	n/a
189.0	1	scene	nonviolation	A	93
190.55515329306942	1	reward	n/a	n/a	n/a
193.5	1	scene	violation	A	39
195.05510175507519	1	neutral	n/a	n/a	n/a
198.0	1	scene	nonviolation	A	88
199.55503828893418	1	reward	n/a	n/a	n/a
202.5	1	scene	nonviolation	A	62
204.05497796600685	1	reward	n/a	n/a	n/a
207.0	1	scene	violation	A	43
208.5549202230759	1	reward	n/a	n/a	n/a
211.5	1	scene	violation	A	30
213.0548520050943	1	neutral	n/a	n/a	n/a
216.0	1	scene	violation	A	21
217.55479953996843	1	reward	n/a	n/a	n/a
220.5	1	scene	nonviolation	A	79
222.05473505402915	1	reward	n/a	n/a	n/a
225.0	1	scene	violation	A	14
226.5546783830505	1	neutral	n/a	n/a	n/a
