onset	duration	trial_type	condition	pairmate	pairID
13.5	1	scene	nonviolation	A	86
15.066173841943964	1	reward	n/a	n/a	n/a
18.0	1	scene	violation	A	34
19.566112346947197	1	reward	n/a	n/a	n/a
22.5	1	scene	violation	A	38
24.066053787944842	1	reward	n/a	n/a	n/a
27.0	1	scene	nonviolation	A	58
28.56599044799805	1	reward	n/a	n/a	n/a
31.5	1	scene	violation	A	2
33.065926842042245	1	neutral	n/a	n/a	n/a
36.0	1	scene	violation	A	23
37.56586772797164	1	neutral	n/a	n/a	n/a
40.5	1	scene	violation	A	16
42.065820851013996	1	neutral	n/a	n/a	n/a
45.0	1	scene	nonviolation	A	82
46.56574655103032	1	neutral	n/a	n/a	n/a
49.5	1	scene	nonviolation	A	63
51.065691223018796	1	reward	n/a	n/a	n/a
54.0	1	scene	violation	A	42
55.56563913403079	1	neutral	n/a	n/a	n/a
58.5	1	scene	violation	A	18
60.06557742203586	1	neutral	n/a	n/a	n/a
63.0	1	scene	nonviolation	A	85
64.56550803198479	1	reward	n/a	n/a	n/a
67.5	1	scene	violation	A	24
69.06544807297178	1	reward	n/a	n/a	n/a
72.0	1	scene	violation	A	44
73.56538621895015	1	reward	n/a	n/a	n/a
76.5	1	scene	nonviolation	A	73
78.06532579101622	1	reward	n/a	n/a	n/a
81.0	1	scene	nonviolation	A	54
82.56526972900609	1	reward	n/a	n/a	n/a
85.5	1	scene	violation	A	32
87.06521485198755	1	reward	n/a	n/a	n/a
90.0	1	scene	nonviolation	A	57
91.56514589302242	1	neutral	n/a	n/a	n/a
94.5	1	scene	nonviolation	A	70
96.06508516601751	1	reward	n/a	n/a	n/a
99.0	1	scene	nonviolation	A	55
100.56502623995766	1	neutral	n/a	n/a	n/a
103.5	1	scene	violation	A	37
105.06496600504032	1	neutral	n/a	n/a	n/a
108.0	1	scene	violation	A	7
109.56490625301376	1	neutral	n/a	n/a	n/a
112.5	1	scene	violation	A	13
114.06484512600582	1	neutral	n/a	n/a	n/a
117.0	1	scene	nonviolation	A	56
118.56478389597031	1	neutral	n/a	n/a	n/a
121.5	1	scene	nonviolation	A	96
123.06472810695414	1	reward	n/a	n/a	n/a
126.0	1	scene	nonviolation	A	77
127.56466306303629	1	neutral	n/a	n/a	n/a
130.5	1	scene	nonviolation	A	67
132.06460403301753	1	reward	n/a	n/a	n/a
135.0	1	scene	nonviolation	A	59
136.56454308202956	1	neutral	n/a	n/a	n/a
139.5	1	scene	nonviolation	A	95
141.06448350602298	1	reward	n/a	n/a	n/a
144.0	1	scene	violation	A	25
145.56442212499678	1	neutral	n/a	n/a	n/a
148.5	1	scene	violation	A	1
150.06436450697947	1	reward	n/a	n/a	n/a
153.0	1	scene	violation	A	17
154.56430650001855	1	reward	n/a	n/a	n/a
157.5	1	scene	nonviolation	A	49
159.06424616696313	1	reward	n/a	n/a	n/a
162.0	1	scene	nonviolation	A	92
163.56418068194762	1	neutral	n/a	n/a	n/a
166.5	1	scene	nonviolation	A	87
168.06412175495643	1	neutral	n/a	n/a	n/a
171.0	1	scene	violation	A	4
172.56406036193948	1	reward	n/a	n/a	n/a
175.5	1	scene	nonviolation	A	79
177.0640058659483	1	neutral	n/a	n/a	n/a
180.0	1	scene	violation	A	35
181.5639451730531	1	neutral	n/a	n/a	n/a
184.5	1	scene	nonviolation	A	76
186.0638849149691	1	reward	n/a	n/a	n/a
189.0	1	scene	violation	A	47
190.5638232319616	1	reward	n/a	n/a	n/a
193.5	1	scene	violation	A	29
195.06375981401646	1	neutral	n/a	n/a	n/a
198.0	1	scene	violation	A	15
199.5637065690244	1	reward	n/a	n/a	n/a
202.5	1	scene	nonviolation	A	65
204.0636391029693	1	neutral	n/a	n/a	n/a
207.0	1	scene	violation	A	12
208.56358876999002	1	reward	n/a	n/a	n/a
211.5	1	scene	nonviolation	A	72
213.06351897399875	1	neutral	n/a	n/a	n/a
216.0	1	scene	nonviolation	A	91
217.5634591450216	1	neutral	n/a	n/a	n/a
220.5	1	scene	violation	A	31
222.06339695502535	1	reward	n/a	n/a	n/a
225.0	1	scene	violation	A	46
226.56333656201602	1	neutral	n/a	n/a	n/a
