onset	duration	trial_type	condition	pairmate	pairID
13.5	1	scene	violation	A	4
15.066129532875493	1	reward	n/a	n/a	n/a
18.0	1	scene	nonviolation	A	74
19.566077743889768	1	reward	n/a	n/a	n/a
22.5	1	scene	violation	A	44
24.066008084919304	1	reward	n/a	n/a	n/a
27.0	1	scene	violation	A	11
28.565955057973035	1	neutral	n/a	n/a	n/a
31.5	1	scene	nonviolation	A	84
33.06588783301413	1	neutral	n/a	n/a	n/a
36.0	1	scene	violation	A	8
37.5658318339847	1	reward	n/a	n/a	n/a
40.5	1	scene	nonviolation	A	76
42.06578508787789	1	reward	n/a	n/a	n/a
45.0	1	scene	violation	A	36
46.565713724819936	1	neutral	n/a	n/a	n/a
49.5	1	scene	nonviolation	A	91
51.06565355183557	1	reward	n/a	n/a	n/a
54.0	1	scene	nonviolation	A	92
55.56559426989406	1	reward	n/a	n/a	n/a
58.5	1	scene	violation	A	30
60.065546149853624	1	neutral	n/a	n/a	n/a
63.0	1	scene	violation	A	22
64.56547476700507	1	reward	n/a	n/a	n/a
67.5	1	scene	nonviolation	A	93
69.06542062782682	1	neutral	n/a	n/a	n/a
72.0	1	scene	nonviolation	A	87
73.56536521692759	1	reward	n/a	n/a	n/a
76.5	1	scene	violation	A	33
78.06529921991749	1	reward	n/a	n/a	n/a
81.0	1	scene	violation	A	32
82.56523802503943	1	neutral	n/a	n/a	n/a
85.5	1	scene	violation	A	24
87.06519124098122	1	neutral	n/a	n/a	n/a
90.0	1	scene	violation	A	15
91.56511924997903	1	reward	n/a	n/a	n/a
94.5	1	scene	violation	A	35
96.06506133987568	1	reward	n/a	n/a	n/a
99.0	1	scene	nonviolation	A	55
100.5649997969158	1	reward	n/a	n/a	n/a
103.5	1	scene	violation	A	37
105.06494427588768	1	neutral	n/a	n/a	n/a
108.0	1	scene	violation	A	45
109.56488250289112	1	neutral	n/a	n/a	n/a
112.5	1	scene	nonviolation	A	61
114.06482623983177	1	neutral	n/a	n/a	n/a
117.0	1	scene	nonviolation	A	67
118.5647633660119	1	neutral	n/a	n/a	n/a
121.5	1	scene	violation	A	13
123.06470229383558	1	reward	n/a	n/a	n/a
126.0	1	scene	nonviolation	A	86
127.56464385800064	1	neutral	n/a	n/a	n/a
130.5	1	scene	nonviolation	A	95
132.06458361097611	1	neutral	n/a	n/a	n/a
135.0	1	scene	nonviolation	A	50
136.56452564196658	1	reward	n/a	n/a	n/a
139.5	1	scene	violation	A	5
141.06447545392442	1	neutral	n/a	n/a	n/a
144.0	1	scene	nonviolation	A	73
145.56440625688992	1	neutral	n/a	n/a	n/a
148.5	1	scene	nonviolation	A	51
150.06434763781724	1	neutral	n/a	n/a	n/a
153.0	1	scene	violation	A	20
154.5643033760134	1	neutral	n/a	n/a	n/a
157.5	1	scene	violation	A	29
159.06423630099744	1	reward	n/a	n/a	n/a
162.0	1	scene	nonviolation	A	72
163.56416885601357	1	neutral	n/a	n/a	n/a
166.5	1	scene	nonviolation	A	82
168.06411333498545	1	reward	n/a	n/a	n/a
171.0	1	scene	nonviolation	A	71
172.56405089399777	1	reward	n/a	n/a	n/a
175.5	1	scene	nonviolation	A	49
177.06400129897517	1	neutral	n/a	n/a	n/a
180.0	1	scene	violation	A	47
181.56393167283386	1	neutral	n/a	n/a	n/a
184.5	1	scene	violation	A	23
186.0638767259661	1	reward	n/a	n/a	n/a
189.0	1	scene	nonviolation	A	63
190.56381528498605	1	reward	n/a	n/a	n/a
193.5	1	scene	nonviolation	A	77
195.06375333899632	1	neutral	n/a	n/a	n/a
198.0	1	scene	violation	A	25
199.5637052969541	1	reward	n/a	n/a	n/a
202.5	1	scene	violation	A	10
204.06363896885887	1	neutral	n/a	n/a	n/a
207.0	1	scene	nonviolation	A	57
208.56358057097526	1	neutral	n/a	n/a	n/a
211.5	1	scene	nonviolation	A	65
213.06352790701203	1	reward	n/a	n/a	n/a
216.0	1	scene	violation	A	42
217.5634570310358	1	reward	n/a	n/a	n/a
220.5	1	scene	violation	A	6
222.06339986296368	1	neutral	n/a	n/a	n/a
225.0	1	scene	nonviolation	A	62
226.56333837797862	1	reward	n/a	n/a	n/a
