onset	duration	trial_type	condition	pairmate	pairID
13.5	1	scene	violation	A	34
15.05793823703425	1	reward	n/a	n/a	n/a
18.0	1	scene	violation	A	11
19.557883746048898	1	neutral	n/a	n/a	n/a
22.5	1	scene	violation	A	40
24.057831037032887	1	neutral	n/a	n/a	n/a
27.0	1	scene	violation	A	17
28.557758193055633	1	reward	n/a	n/a	n/a
31.5	1	scene	violation	A	22
33.057699116005104	1	neutral	n/a	n/a	n/a
36.0	1	scene	nonviolation	A	92
37.5576416280237	1	neutral	n/a	n/a	n/a
40.5	1	scene	nonviolation	A	73
42.05757877102587	1	neutral	n/a	n/a	n/a
45.0	1	scene	nonviolation	A	54
46.55752145103179	1	neutral	n/a	n/a	n/a
49.5	1	scene	violation	A	7
51.05745772802038	1	reward	n/a	n/a	n/a
54.0	1	scene	nonviolation	A	78
55.55739999900106	1	neutral	n/a	n/a	n/a
58.5	1	scene	nonviolation	A	67
60.057338258018724	1	reward	n/a	n/a	n/a
63.0	1	scene	nonviolation	A	76
64.55727410304826	1	reward	n/a	n/a	n/a
67.5	1	scene	violation	A	36
69.0572137220297	1	reward	n/a	n/a	n/a
72.0	1	scene	violation	A	47
73.55716485599987	1	neutral	n/a	n/a	n/a
76.5	1	scene	nonviolation	A	89
78.0570977110183	1	neutral	n/a	n/a	n/a
81.0	1	scene	violation	A	16
82.55703571700724	1	neutral	n/a	n/a	n/a
85.5	1	scene	violation	A	21
87.05698707100237	1	neutral	n/a	n/a	n/a
90.0	1	scene	nonviolation	A	58
91.556915615045	1	neutral	n/a	n/a	n/a
94.5	1	scene	nonviolation	A	59
96.05685579101556	1	reward	n/a	n/a	n/a
99.0	1	scene	violation	A	28
100.55679015803615	1	reward	n/a	n/a	n/a
103.5	1	scene	violation	A	5
105.05673214100534	1	reward	n/a	n/a	n/a
108.0	1	scene	nonviolation	A	72
109.55667757504852	1	neutral	n/a	n/a	n/a
112.5	1	scene	nonviolation	A	84
114.05661146499916	1	neutral	n/a	n/a	n/a
117.0	1	scene	nonviolation	A	68
118.55655189399842	1	neutral	n/a	n/a	n/a
121.5	1	scene	nonviolation	A	55
123.05649055901449	1	reward	n/a	n/a	n/a
126.0	1	scene	nonviolation	A	82
127.55643831205087	1	reward	n/a	n/a	n/a
130.5	1	scene	violation	A	48
132.05637001100695	1	neutral	n/a	n/a	n/a
135.0	1	scene	nonviolation	A	61
136.55631834303495	1	reward	n/a	n/a	n/a
139.5	1	scene	nonviolation	A	62
141.05625402805163	1	neutral	n/a	n/a	n/a
144.0	1	scene	nonviolation	A	79
145.55618883302668	1	reward	n/a	n/a	n/a
148.5	1	scene	nonviolation	A	49
150.0561361920554	1	reward	n/a	n/a	n/a
153.0	1	scene	violation	A	27
154.55606557801366	1	reward	n/a	n/a	n/a
157.5	1	scene	violation	A	13
159.05600279499774	1	reward	n/a	n/a	n/a
162.0	1	scene	violation	A	44
163.5559441280202	1	reward	n/a	n/a	n/a
166.5	1	scene	nonviolation	A	95
168.05588511901442	1	reward	n/a	n/a	n/a
171.0	1	scene	violation	A	33
172.5558242400293	1	neutral	n/a	n/a	n/a
175.5	1	scene	violation	A	24
177.0557590580429	1	reward	n/a	n/a	n/a
180.0	1	scene	violation	A	43
181.5557011860073	1	reward	n/a	n/a	n/a
184.5	1	scene	violation	A	29
186.05563850200267	1	neutral	n/a	n/a	n/a
189.0	1	scene	violation	A	12
190.55558980605565	1	reward	n/a	n/a	n/a
193.5	1	scene	violation	A	4
195.055519155052	1	neutral	n/a	n/a	n/a
198.0	1	scene	violation	A	8
199.55545847699975	1	neutral	n/a	n/a	n/a
202.5	1	scene	nonviolation	A	52
204.05540132900933	1	neutral	n/a	n/a	n/a
207.0	1	scene	violation	A	30
208.555331864045	1	neutral	n/a	n/a	n/a
211.5	1	scene	nonviolation	A	71
213.05527201504447	1	reward	n/a	n/a	n/a
216.0	1	scene	nonviolation	A	86
217.55522076500347	1	reward	n/a	n/a	n/a
220.5	1	scene	nonviolation	A	93
222.05515673803168	1	reward	n/a	n/a	n/a
225.0	1	scene	nonviolation	A	85
226.55508608702806	1	neutral	n/a	n/a	n/a
