onset	duration	trial_type	condition	pairmate	pairID
13.5	1	scene	violation	A	23
15.058335011824965	1	neutral	n/a	n/a	n/a
18.0	1	scene	violation	A	25
19.55827804282308	1	neutral	n/a	n/a	n/a
22.5	1	scene	violation	A	36
24.058215112891048	1	reward	n/a	n/a	n/a
27.0	1	scene	violation	A	28
28.558158427011218	1	reward	n/a	n/a	n/a
31.5	1	scene	violation	A	21
33.05809877580032	1	neutral	n/a	n/a	n/a
36.0	1	scene	nonviolation	A	76
37.5580368898809	1	reward	n/a	n/a	n/a
40.5	1	scene	violation	A	46
42.05797693971545	1	neutral	n/a	n/a	n/a
45.0	1	scene	violation	A	11
46.5579171408899	1	reward	n/a	n/a	n/a
49.5	1	scene	violation	A	7
51.057858572807156	1	reward	n/a	n/a	n/a
54.0	1	scene	nonviolation	A	87
55.55779959866778	1	reward	n/a	n/a	n/a
58.5	1	scene	nonviolation	A	95
60.0577396787703	1	reward	n/a	n/a	n/a
63.0	1	scene	violation	A	19
64.55768033862114	1	reward	n/a	n/a	n/a
67.5	1	scene	violation	A	9
69.05762119684368	1	neutral	n/a	n/a	n/a
72.0	1	scene	nonviolation	A	66
73.55756045598538	1	neutral	n/a	n/a	n/a
76.5	1	scene	nonviolation	A	92
78.05750687187538	1	neutral	n/a	n/a	n/a
81.0	1	scene	nonviolation	A	83
82.55744083458558	1	reward	n/a	n/a	n/a
85.5	1	scene	violation	A	5
87.05737953772768	1	reward	n/a	n/a	n/a
90.0	1	scene	nonviolation	A	53
91.5573212248273	1	reward	n/a	n/a	n/a
94.5	1	scene	nonviolation	A	80
96.05726735061035	1	neutral	n/a	n/a	n/a
99.0	1	scene	nonviolation	A	54
100.55719919363035	1	reward	n/a	n/a	n/a
103.5	1	scene	nonviolation	A	57
105.05713950283823	1	neutral	n/a	n/a	n/a
108.0	1	scene	nonviolation	A	88
109.5570814856328	1	neutral	n/a	n/a	n/a
112.5	1	scene	nonviolation	A	68
114.05702963890509	1	reward	n/a	n/a	n/a
117.0	1	scene	nonviolation	A	65
118.55696028564122	1	neutral	n/a	n/a	n/a
121.5	1	scene	nonviolation	A	69
123.05690606404094	1	reward	n/a	n/a	n/a
126.0	1	scene	violation	A	29
127.55684206401928	1	neutral	n/a	n/a	n/a
130.5	1	scene	violation	A	8
132.05679081194106	1	neutral	n/a	n/a	n/a
135.0	1	scene	nonviolation	A	55
136.55672247661278	1	neutral	n/a	n/a	n/a
139.5	1	scene	violation	A	35
141.05666271271184	1	neutral	n/a	n/a	n/a
144.0	1	scene	violation	A	13
145.55660377396268	1	reward	n/a	n/a	n/a
148.5	1	scene	violation	A	44
150.05654402961952	1	neutral	n/a	n/a	n/a
153.0	1	scene	violation	A	1
154.55648310296237	1	neutral	n/a	n/a	n/a
157.5	1	scene	nonviolation	A	59
159.0564231337048	1	reward	n/a	n/a	n/a
162.0	1	scene	nonviolation	A	62
163.55636235000566	1	reward	n/a	n/a	n/a
166.5	1	scene	violation	A	34
168.0563043425791	1	reward	n/a	n/a	n/a
171.0	1	scene	violation	A	38
172.5562448319979	1	neutral	n/a	n/a	n/a
175.5	1	scene	nonviolation	A	93
177.05618415866047	1	reward	n/a	n/a	n/a
180.0	1	scene	violation	A	47
181.55612442968413	1	reward	n/a	n/a	n/a
184.5	1	scene	nonviolation	A	84
186.0560636036098	1	neutral	n/a	n/a	n/a
189.0	1	scene	nonviolation	A	89
190.55600447580215	1	neutral	n/a	n/a	n/a
193.5	1	scene	nonviolation	A	61
195.05594579968601	1	neutral	n/a	n/a	n/a
198.0	1	scene	violation	A	26
199.555884454865	1	reward	n/a	n/a	n/a
202.5	1	scene	violation	A	22
204.0558237959631	1	reward	n/a	n/a	n/a
207.0	1	scene	violation	A	12
208.55576330563053	1	neutral	n/a	n/a	n/a
211.5	1	scene	nonviolation	A	79
213.0557043156586	1	reward	n/a	n/a	n/a
216.0	1	scene	violation	A	48
217.55564621184018	1	reward	n/a	n/a	n/a
220.5	1	scene	nonviolation	A	56
222.05558175081387	1	neutral	n/a	n/a	n/a
225.0	1	scene	nonviolation	A	75
226.55552457366142	1	neutral	n/a	n/a	n/a
