onset	duration	trial_type	condition	pairmate	pairID
13.5	1	scene	nonviolation	A	66
15.06330837495625	1	neutral	n/a	n/a	n/a
18.0	1	scene	violation	A	31
19.563249550992627	1	neutral	n/a	n/a	n/a
22.5	1	scene	violation	A	48
24.06318982690573	1	neutral	n/a	n/a	n/a
27.0	1	scene	violation	A	20
28.56313131400384	1	neutral	n/a	n/a	n/a
31.5	1	scene	nonviolation	A	96
33.06307258992456	1	reward	n/a	n/a	n/a
36.0	1	scene	violation	A	2
37.563012751052156	1	reward	n/a	n/a	n/a
40.5	1	scene	violation	A	8
42.06295341602527	1	reward	n/a	n/a	n/a
45.0	1	scene	violation	A	15
46.56289407098665	1	reward	n/a	n/a	n/a
49.5	1	scene	violation	A	44
51.06283460301347	1	reward	n/a	n/a	n/a
54.0	1	scene	violation	A	27
55.56277465098538	1	reward	n/a	n/a	n/a
58.5	1	scene	nonviolation	A	74
60.06271392200142	1	neutral	n/a	n/a	n/a
63.0	1	scene	nonviolation	A	79
64.56265568709932	1	neutral	n/a	n/a	n/a
67.5	1	scene	nonviolation	A	89
69.06259658304043	1	reward	n/a	n/a	n/a
72.0	1	scene	nonviolation	A	63
73.56253606197423	1	reward	n/a	n/a	n/a
76.5	1	scene	nonviolation	A	57
78.06247795699164	1	neutral	n/a	n/a	n/a
81.0	1	scene	nonviolation	A	78
82.56241874000989	1	reward	n/a	n/a	n/a
85.5	1	scene	nonviolation	A	56
87.06235976004974	1	reward	n/a	n/a	n/a
90.0	1	scene	nonviolation	A	51
91.56229851790705	1	neutral	n/a	n/a	n/a
94.5	1	scene	nonviolation	A	94
96.06224065390415	1	neutral	n/a	n/a	n/a
99.0	1	scene	nonviolation	A	67
100.5621809149161	1	reward	n/a	n/a	n/a
103.5	1	scene	violation	A	17
105.0621213989798	1	neutral	n/a	n/a	n/a
108.0	1	scene	nonviolation	A	65
109.562061826	1	neutral	n/a	n/a	n/a
112.5	1	scene	nonviolation	A	71
114.06200298690236	1	reward	n/a	n/a	n/a
117.0	1	scene	nonviolation	A	90
118.56194335897452	1	neutral	n/a	n/a	n/a
121.5	1	scene	violation	A	34
123.06188421905972	1	neutral	n/a	n/a	n/a
126.0	1	scene	violation	A	5
127.56182428705506	1	neutral	n/a	n/a	n/a
130.5	1	scene	violation	A	11
132.06176320509985	1	neutral	n/a	n/a	n/a
135.0	1	scene	nonviolation	A	76
136.56170586007647	1	reward	n/a	n/a	n/a
139.5	1	scene	nonviolation	A	82
141.06164484797046	1	neutral	n/a	n/a	n/a
144.0	1	scene	nonviolation	A	54
145.56158414203674	1	neutral	n/a	n/a	n/a
148.5	1	scene	nonviolation	A	86
150.06152681098317	1	neutral	n/a	n/a	n/a
153.0	1	scene	violation	A	46
154.56146798189732	1	reward	n/a	n/a	n/a
157.5	1	scene	nonviolation	A	88
159.06140669691376	1	reward	n/a	n/a	n/a
162.0	1	scene	violation	A	18
163.56134797609408	1	reward	n/a	n/a	n/a
166.5	1	scene	violation	A	26
168.06129455100745	1	reward	n/a	n/a	n/a
171.0	1	scene	nonviolation	A	62
172.56122863199562	1	reward	n/a	n/a	n/a
175.5	1	scene	violation	A	41
177.06116873188873	1	neutral	n/a	n/a	n/a
180.0	1	scene	violation	A	22
181.56110975798217	1	reward	n/a	n/a	n/a
184.5	1	scene	violation	A	39
186.0610484080389	1	reward	n/a	n/a	n/a
189.0	1	scene	nonviolation	A	59
190.56098874891174	1	neutral	n/a	n/a	n/a
193.5	1	scene	violation	A	13
195.0609306669794	1	neutral	n/a	n/a	n/a
198.0	1	scene	violation	A	37
199.56087156990543	1	neutral	n/a	n/a	n/a
202.5	1	scene	violation	A	12
204.0608128390741	1	reward	n/a	n/a	n/a
207.0	1	scene	violation	A	3
208.56075054593384	1	neutral	n/a	n/a	n/a
211.5	1	scene	violation	A	28
213.0606931310613	1	neutral	n/a	n/a	n/a
216.0	1	scene	violation	A	35
217.56063335202637	1	reward	n/a	n/a	n/a
220.5	1	scene	nonviolation	A	83
222.0605731180404	1	reward	n/a	n/a	n/a
225.0	1	scene	nonviolation	A	53
226.5605143930297	1	reward	n/a	n/a	n/a
