onset	duration	trial_type	condition	pairmate	pairID
13.5	1	scene	violation	A	16
15.05878461804241	1	reward	n/a	n/a	n/a
18.0	1	scene	violation	A	25
19.558718621032316	1	reward	n/a	n/a	n/a
22.5	1	scene	nonviolation	A	93
24.058660381007943	1	neutral	n/a	n/a	n/a
27.0	1	scene	violation	A	7
28.558601164026182	1	reward	n/a	n/a	n/a
31.5	1	scene	violation	A	36
33.058544627856456	1	neutral	n/a	n/a	n/a
36.0	1	scene	nonviolation	A	80
37.55848371586762	1	neutral	n/a	n/a	n/a
40.5	1	scene	violation	A	24
42.058429037919275	1	reward	n/a	n/a	n/a
45.0	1	scene	violation	A	23
46.558366423938416	1	reward	n/a	n/a	n/a
49.5	1	scene	violation	A	47
51.058307732921094	1	neutral	n/a	n/a	n/a
54.0	1	scene	nonviolation	A	55
55.5582487708889	1	neutral	n/a	n/a	n/a
58.5	1	scene	violation	A	42
60.0581899730023	1	reward	n/a	n/a	n/a
63.0	1	scene	nonviolation	A	52
64.55813117092475	1	reward	n/a	n/a	n/a
67.5	1	scene	violation	A	29
69.05807123705746	1	reward	n/a	n/a	n/a
72.0	1	scene	nonviolation	A	72
73.55801359284669	1	reward	n/a	n/a	n/a
76.5	1	scene	violation	A	14
78.0579524289351	1	reward	n/a	n/a	n/a
81.0	1	scene	violation	A	10
82.55789594305679	1	neutral	n/a	n/a	n/a
85.5	1	scene	nonviolation	A	85
87.05783701105975	1	reward	n/a	n/a	n/a
90.0	1	scene	violation	A	21
91.55777876405044	1	neutral	n/a	n/a	n/a
94.5	1	scene	nonviolation	A	73
96.05771882692352	1	reward	n/a	n/a	n/a
99.0	1	scene	nonviolation	A	60
100.55765801994129	1	reward	n/a	n/a	n/a
103.5	1	scene	violation	A	33
105.05760084604843	1	neutral	n/a	n/a	n/a
108.0	1	scene	nonviolation	A	92
109.5575422970578	1	reward	n/a	n/a	n/a
112.5	1	scene	nonviolation	A	68
114.05748099600895	1	reward	n/a	n/a	n/a
117.0	1	scene	nonviolation	A	84
118.55742155387999	1	reward	n/a	n/a	n/a
121.5	1	scene	nonviolation	A	70
123.05736272502692	1	neutral	n/a	n/a	n/a
126.0	1	scene	nonviolation	A	58
127.55730338185093	1	neutral	n/a	n/a	n/a
130.5	1	scene	violation	A	43
132.05724664102308	1	reward	n/a	n/a	n/a
135.0	1	scene	violation	A	30
136.55718530085872	1	neutral	n/a	n/a	n/a
139.5	1	scene	nonviolation	A	64
141.0571282459423	1	reward	n/a	n/a	n/a
144.0	1	scene	nonviolation	A	61
145.55706906691194	1	neutral	n/a	n/a	n/a
148.5	1	scene	nonviolation	A	75
150.0570099789184	1	reward	n/a	n/a	n/a
153.0	1	scene	nonviolation	A	77
154.5569492210634	1	neutral	n/a	n/a	n/a
157.5	1	scene	violation	A	9
159.0568917428609	1	neutral	n/a	n/a	n/a
162.0	1	scene	nonviolation	A	81
163.55683271586898	1	neutral	n/a	n/a	n/a
166.5	1	scene	violation	A	45
168.05677325488068	1	neutral	n/a	n/a	n/a
171.0	1	scene	nonviolation	A	95
172.55671413987878	1	reward	n/a	n/a	n/a
175.5	1	scene	nonviolation	A	49
177.05665499088352	1	neutral	n/a	n/a	n/a
180.0	1	scene	nonviolation	A	87
181.55659582302903	1	neutral	n/a	n/a	n/a
184.5	1	scene	violation	A	19
186.05653638299557	1	neutral	n/a	n/a	n/a
189.0	1	scene	violation	A	32
190.55647723004228	1	neutral	n/a	n/a	n/a
193.5	1	scene	violation	A	1
195.05641821888275	1	neutral	n/a	n/a	n/a
198.0	1	scene	violation	A	6
199.55635877302845	1	neutral	n/a	n/a	n/a
202.5	1	scene	nonviolation	A	50
204.0562997029629	1	reward	n/a	n/a	n/a
207.0	1	scene	nonviolation	A	91
208.55623874696903	1	neutral	n/a	n/a	n/a
211.5	1	scene	nonviolation	A	69
213.0561808750499	1	neutral	n/a	n/a	n/a
216.0	1	scene	violation	A	40
217.5561213588808	1	reward	n/a	n/a	n/a
220.5	1	scene	violation	A	4
222.0560594878625	1	reward	n/a	n/a	n/a
225.0	1	scene	violation	A	38
226.55599970486944	1	reward	n/a	n/a	n/a
