onset	duration	trial_type	condition	pairmate	pairID
13.5	1	scene	nonviolation	A	82
15.066742652998073	1	neutral	n/a	n/a	n/a
18.0	1	scene	violation	A	33
19.566674809000688	1	neutral	n/a	n/a	n/a
22.5	1	scene	violation	A	20
24.066613009999852	1	reward	n/a	n/a	n/a
27.0	1	scene	violation	A	24
28.56655678199604	1	reward	n/a	n/a	n/a
31.5	1	scene	nonviolation	A	58
33.06649516899779	1	neutral	n/a	n/a	n/a
36.0	1	scene	violation	A	17
37.56644113700895	1	neutral	n/a	n/a	n/a
40.5	1	scene	violation	A	41
42.066390709005645	1	reward	n/a	n/a	n/a
45.0	1	scene	nonviolation	A	59
46.56632003300182	1	neutral	n/a	n/a	n/a
49.5	1	scene	nonviolation	A	93
51.06626035900263	1	reward	n/a	n/a	n/a
54.0	1	scene	violation	A	25
55.56620187600493	1	reward	n/a	n/a	n/a
58.5	1	scene	nonviolation	A	65
60.06614279400674	1	neutral	n/a	n/a	n/a
63.0	1	scene	violation	A	8
64.56608331100142	1	reward	n/a	n/a	n/a
67.5	1	scene	violation	A	3
69.06602630901034	1	reward	n/a	n/a	n/a
72.0	1	scene	violation	A	37
73.56596549300593	1	reward	n/a	n/a	n/a
76.5	1	scene	violation	A	32
78.06590576900635	1	neutral	n/a	n/a	n/a
81.0	1	scene	nonviolation	A	66
82.56585307800559	1	reward	n/a	n/a	n/a
85.5	1	scene	violation	A	42
87.06578842899764	1	reward	n/a	n/a	n/a
90.0	1	scene	nonviolation	A	72
91.56573322400801	1	reward	n/a	n/a	n/a
94.5	1	scene	nonviolation	A	83
96.06567341499613	1	reward	n/a	n/a	n/a
99.0	1	scene	violation	A	27
100.56560964700476	1	neutral	n/a	n/a	n/a
103.5	1	scene	nonviolation	A	52
105.0655529860087	1	neutral	n/a	n/a	n/a
108.0	1	scene	nonviolation	A	86
109.5654930860037	1	neutral	n/a	n/a	n/a
112.5	1	scene	nonviolation	A	95
114.06543483900896	1	neutral	n/a	n/a	n/a
117.0	1	scene	violation	A	31
118.56537389000003	1	reward	n/a	n/a	n/a
121.5	1	scene	violation	A	46
123.06531735899624	1	neutral	n/a	n/a	n/a
126.0	1	scene	nonviolation	A	53
127.5652679180057	1	neutral	n/a	n/a	n/a
130.5	1	scene	nonviolation	A	79
132.06519747800485	1	neutral	n/a	n/a	n/a
135.0	1	scene	violation	A	16
136.5651415290049	1	reward	n/a	n/a	n/a
139.5	1	scene	violation	A	5
141.06508698800462	1	neutral	n/a	n/a	n/a
144.0	1	scene	violation	A	38
145.56502082799852	1	neutral	n/a	n/a	n/a
148.5	1	scene	nonviolation	A	63
150.0649609039974	1	reward	n/a	n/a	n/a
153.0	1	scene	violation	A	10
154.56490231500356	1	reward	n/a	n/a	n/a
157.5	1	scene	violation	A	15
159.06485418100783	1	neutral	n/a	n/a	n/a
162.0	1	scene	violation	A	47
163.56478560200776	1	neutral	n/a	n/a	n/a
166.5	1	scene	nonviolation	A	90
168.06472406900141	1	reward	n/a	n/a	n/a
171.0	1	scene	violation	A	19
172.5646634110017	1	neutral	n/a	n/a	n/a
175.5	1	scene	nonviolation	A	64
177.06460645599873	1	reward	n/a	n/a	n/a
180.0	1	scene	nonviolation	A	54
181.56455988300152	1	reward	n/a	n/a	n/a
184.5	1	scene	nonviolation	A	80
186.06449029200303	1	reward	n/a	n/a	n/a
189.0	1	scene	violation	A	2
190.56444095700863	1	neutral	n/a	n/a	n/a
193.5	1	scene	violation	A	13
195.0643820300029	1	neutral	n/a	n/a	n/a
198.0	1	scene	nonviolation	A	70
199.56430976500266	1	neutral	n/a	n/a	n/a
202.5	1	scene	nonviolation	A	81
204.06425224900886	1	reward	n/a	n/a	n/a
207.0	1	scene	nonviolation	A	77
208.5641909140104	1	neutral	n/a	n/a	n/a
211.5	1	scene	nonviolation	A	49
213.06413276400417	1	reward	n/a	n/a	n/a
216.0	1	scene	nonviolation	A	74
217.5640747270081	1	reward	n/a	n/a	n/a
220.5	1	scene	nonviolation	A	96
222.0640259409993	1	neutral	n/a	n/a	n/a
225.0	1	scene	violation	A	35
226.5639663930051	1	reward	n/a	n/a	n/a
