onset	duration	trial_type	condition	pairmate	pairID
13.5	1	scene	nonviolation	A	84
15.065136198012626	1	neutral	n/a	n/a	n/a
18.0	1	scene	violation	A	33
19.565069614996897	1	reward	n/a	n/a	n/a
22.5	1	scene	violation	A	3
24.065017628017806	1	neutral	n/a	n/a	n/a
27.0	1	scene	violation	A	42
28.564958194998326	1	neutral	n/a	n/a	n/a
31.5	1	scene	nonviolation	A	75
33.064902618993074	1	reward	n/a	n/a	n/a
36.0	1	scene	nonviolation	A	49
37.564841873012476	1	reward	n/a	n/a	n/a
40.5	1	scene	violation	A	37
42.064782277011545	1	reward	n/a	n/a	n/a
45.0	1	scene	violation	A	34
46.56471393100219	1	neutral	n/a	n/a	n/a
49.5	1	scene	violation	A	18
51.06466390899732	1	reward	n/a	n/a	n/a
54.0	1	scene	violation	A	13
55.56460804000381	1	reward	n/a	n/a	n/a
58.5	1	scene	nonviolation	A	88
60.064534349017784	1	neutral	n/a	n/a	n/a
63.0	1	scene	nonviolation	A	89
64.564474985993	1	reward	n/a	n/a	n/a
67.5	1	scene	nonviolation	A	73
69.06441400700714	1	neutral	n/a	n/a	n/a
72.0	1	scene	nonviolation	A	92
73.56435808501557	1	neutral	n/a	n/a	n/a
76.5	1	scene	nonviolation	A	50
78.06430830201134	1	reward	n/a	n/a	n/a
81.0	1	scene	nonviolation	A	93
82.56424151800456	1	neutral	n/a	n/a	n/a
85.5	1	scene	violation	A	7
87.06418310001027	1	reward	n/a	n/a	n/a
90.0	1	scene	nonviolation	A	96
91.564119837014	1	reward	n/a	n/a	n/a
94.5	1	scene	violation	A	30
96.06407270999624	1	neutral	n/a	n/a	n/a
99.0	1	scene	nonviolation	A	65
100.56400019899591	1	neutral	n/a	n/a	n/a
103.5	1	scene	violation	A	19
105.0639777359902	1	neutral	n/a	n/a	n/a
108.0	1	scene	nonviolation	A	59
109.56388138601324	1	reward	n/a	n/a	n/a
112.5	1	scene	violation	A	8
114.06382244901032	1	neutral	n/a	n/a	n/a
117.0	1	scene	nonviolation	A	56
118.56376262501	1	neutral	n/a	n/a	n/a
121.5	1	scene	violation	A	48
123.06370243799758	1	reward	n/a	n/a	n/a
126.0	1	scene	nonviolation	A	58
127.56364570200094	1	neutral	n/a	n/a	n/a
130.5	1	scene	nonviolation	A	81
132.06359350201092	1	reward	n/a	n/a	n/a
135.0	1	scene	violation	A	44
136.56352809400414	1	reward	n/a	n/a	n/a
139.5	1	scene	violation	A	29
141.0634719140071	1	neutral	n/a	n/a	n/a
144.0	1	scene	violation	A	32
145.56340927499696	1	reward	n/a	n/a	n/a
148.5	1	scene	nonviolation	A	68
150.0633525320154	1	reward	n/a	n/a	n/a
153.0	1	scene	violation	A	10
154.56328453999598	1	neutral	n/a	n/a	n/a
157.5	1	scene	nonviolation	A	70
159.06323693101876	1	reward	n/a	n/a	n/a
162.0	1	scene	violation	A	14
163.56316513000638	1	reward	n/a	n/a	n/a
166.5	1	scene	violation	A	31
168.0631071359967	1	reward	n/a	n/a	n/a
171.0	1	scene	nonviolation	A	72
172.56304370801084	1	neutral	n/a	n/a	n/a
175.5	1	scene	nonviolation	A	54
177.06298806201085	1	neutral	n/a	n/a	n/a
180.0	1	scene	violation	A	20
181.56293559100598	1	reward	n/a	n/a	n/a
184.5	1	scene	nonviolation	A	79
186.06286870699842	1	neutral	n/a	n/a	n/a
189.0	1	scene	nonviolation	A	77
190.56280541699383	1	reward	n/a	n/a	n/a
193.5	1	scene	nonviolation	A	57
195.06274849001784	1	reward	n/a	n/a	n/a
198.0	1	scene	violation	A	40
199.56269481900384	1	neutral	n/a	n/a	n/a
202.5	1	scene	nonviolation	A	87
204.06263706000755	1	reward	n/a	n/a	n/a
207.0	1	scene	violation	A	41
208.5625678730139	1	neutral	n/a	n/a	n/a
211.5	1	scene	violation	A	11
213.06251521900413	1	neutral	n/a	n/a	n/a
216.0	1	scene	violation	A	22
217.5624487939931	1	neutral	n/a	n/a	n/a
220.5	1	scene	violation	A	5
222.06238325600862	1	reward	n/a	n/a	n/a
225.0	1	scene	nonviolation	A	60
226.56232412101238	1	neutral	n/a	n/a	n/a
