onset	duration	trial_type	condition	pairmate	pairID
13.5	1	scene	violation	A	9
15.062877824995669	1	reward	n/a	n/a	n/a
18.0	1	scene	nonviolation	A	96
19.562811801210046	1	reward	n/a	n/a	n/a
22.5	1	scene	violation	A	35
24.062765812035646	1	reward	n/a	n/a	n/a
27.0	1	scene	violation	A	33
28.56270356616005	1	neutral	n/a	n/a	n/a
31.5	1	scene	violation	A	8
33.06264261016622	1	reward	n/a	n/a	n/a
36.0	1	scene	nonviolation	A	70
37.5625742073171	1	reward	n/a	n/a	n/a
40.5	1	scene	nonviolation	A	50
42.06252548098564	1	neutral	n/a	n/a	n/a
45.0	1	scene	violation	A	5
46.562463155016296	1	neutral	n/a	n/a	n/a
49.5	1	scene	nonviolation	A	56
51.062400666996844	1	reward	n/a	n/a	n/a
54.0	1	scene	violation	A	7
55.56235398398712	1	reward	n/a	n/a	n/a
58.5	1	scene	violation	A	12
60.06227671913802	1	neutral	n/a	n/a	n/a
63.0	1	scene	violation	A	20
64.56222215527669	1	reward	n/a	n/a	n/a
67.5	1	scene	violation	A	27
69.06216170499101	1	reward	n/a	n/a	n/a
72.0	1	scene	nonviolation	A	83
73.56210250034928	1	reward	n/a	n/a	n/a
76.5	1	scene	violation	A	48
78.06203465117142	1	reward	n/a	n/a	n/a
81.0	1	scene	violation	A	36
82.56198343634604	1	neutral	n/a	n/a	n/a
85.5	1	scene	violation	A	14
87.06191618321462	1	reward	n/a	n/a	n/a
90.0	1	scene	nonviolation	A	67
91.56186314905062	1	neutral	n/a	n/a	n/a
94.5	1	scene	nonviolation	A	76
96.06180397421122	1	neutral	n/a	n/a	n/a
99.0	1	scene	nonviolation	A	74
100.56173650315031	1	neutral	n/a	n/a	n/a
103.5	1	scene	nonviolation	A	94
105.06167454924434	1	neutral	n/a	n/a	n/a
108.0	1	scene	violation	A	37
109.56161800120026	1	reward	n/a	n/a	n/a
112.5	1	scene	nonviolation	A	90
114.06156091904268	1	reward	n/a	n/a	n/a
117.0	1	scene	violation	A	23
118.56149487895892	1	reward	n/a	n/a	n/a
121.5	1	scene	nonviolation	A	88
123.06143482215704	1	neutral	n/a	n/a	n/a
126.0	1	scene	nonviolation	A	54
127.56138119101524	1	reward	n/a	n/a	n/a
130.5	1	scene	violation	A	44
132.06131906900558	1	neutral	n/a	n/a	n/a
135.0	1	scene	nonviolation	A	81
136.56128677120432	1	neutral	n/a	n/a	n/a
139.5	1	scene	nonviolation	A	62
141.0611999100074	1	reward	n/a	n/a	n/a
144.0	1	scene	nonviolation	A	68
145.56113303313032	1	reward	n/a	n/a	n/a
148.5	1	scene	nonviolation	A	65
150.06107785832137	1	neutral	n/a	n/a	n/a
153.0	1	scene	nonviolation	A	82
154.56101904204115	1	reward	n/a	n/a	n/a
157.5	1	scene	nonviolation	A	64
159.06095130834728	1	neutral	n/a	n/a	n/a
162.0	1	scene	nonviolation	A	55
163.5608916450292	1	neutral	n/a	n/a	n/a
166.5	1	scene	violation	A	26
168.06084138993177	1	neutral	n/a	n/a	n/a
171.0	1	scene	nonviolation	A	73
172.56077940296382	1	reward	n/a	n/a	n/a
175.5	1	scene	nonviolation	A	89
177.06071875896302	1	neutral	n/a	n/a	n/a
180.0	1	scene	violation	A	30
181.560654850211	1	neutral	n/a	n/a	n/a
184.5	1	scene	nonviolation	A	60
186.06058863829819	1	neutral	n/a	n/a	n/a
189.0	1	scene	nonviolation	A	59
190.5605346481316	1	reward	n/a	n/a	n/a
193.5	1	scene	violation	A	22
195.06047256104648	1	neutral	n/a	n/a	n/a
198.0	1	scene	violation	A	43
199.5604074713774	1	neutral	n/a	n/a	n/a
202.5	1	scene	violation	A	15
204.06034466996792	1	neutral	n/a	n/a	n/a
207.0	1	scene	violation	A	24
208.560287786182	1	neutral	n/a	n/a	n/a
211.5	1	scene	violation	A	47
213.06022264622155	1	reward	n/a	n/a	n/a
216.0	1	scene	violation	A	1
217.56017556926238	1	neutral	n/a	n/a	n/a
220.5	1	scene	nonviolation	A	77
222.06012138724327	1	reward	n/a	n/a	n/a
225.0	1	scene	violation	A	29
226.5600613569841	1	reward	n/a	n/a	n/a
