onset	duration	trial_type	condition	pairmate	pairID
13.5	1	scene	violation	A	8
15.056389731995294	1	reward	n/a	n/a	n/a
18.0	1	scene	violation	A	29
19.556330751001948	1	neutral	n/a	n/a	n/a
22.5	1	scene	nonviolation	A	81
24.05626754599507	1	reward	n/a	n/a	n/a
27.0	1	scene	nonviolation	A	64
28.556212406008854	1	neutral	n/a	n/a	n/a
31.5	1	scene	violation	A	40
33.05615172699618	1	neutral	n/a	n/a	n/a
36.0	1	scene	violation	A	12
37.556088769997594	1	reward	n/a	n/a	n/a
40.5	1	scene	violation	A	25
42.05603056799737	1	neutral	n/a	n/a	n/a
45.0	1	scene	nonviolation	A	90
46.55596750100085	1	reward	n/a	n/a	n/a
49.5	1	scene	nonviolation	A	89
51.05590748699615	1	neutral	n/a	n/a	n/a
54.0	1	scene	nonviolation	A	49
55.55584507599997	1	reward	n/a	n/a	n/a
58.5	1	scene	violation	A	34
60.05579015699914	1	reward	n/a	n/a	n/a
63.0	1	scene	nonviolation	A	85
64.55573582700163	1	neutral	n/a	n/a	n/a
67.5	1	scene	nonviolation	A	75
69.05567990499549	1	neutral	n/a	n/a	n/a
72.0	1	scene	violation	A	46
73.55561516100715	1	reward	n/a	n/a	n/a
76.5	1	scene	nonviolation	A	88
78.05554419700638	1	reward	n/a	n/a	n/a
81.0	1	scene	nonviolation	A	71
82.5554817509983	1	reward	n/a	n/a	n/a
85.5	1	scene	violation	A	17
87.05542621300266	1	neutral	n/a	n/a	n/a
90.0	1	scene	nonviolation	A	60
91.55536054700495	1	neutral	n/a	n/a	n/a
94.5	1	scene	nonviolation	A	78
96.05530187800468	1	reward	n/a	n/a	n/a
99.0	1	scene	violation	A	23
100.55523982600424	1	reward	n/a	n/a	n/a
103.5	1	scene	violation	A	21
105.05517982199673	1	neutral	n/a	n/a	n/a
108.0	1	scene	violation	A	13
109.55511843900604	1	neutral	n/a	n/a	n/a
112.5	1	scene	violation	A	22
114.05505985100172	1	reward	n/a	n/a	n/a
117.0	1	scene	nonviolation	A	57
118.55499877400871	1	reward	n/a	n/a	n/a
121.5	1	scene	nonviolation	A	51
123.05494027299574	1	neutral	n/a	n/a	n/a
126.0	1	scene	violation	A	9
127.55488175700884	1	neutral	n/a	n/a	n/a
130.5	1	scene	nonviolation	A	73
132.05481662000238	1	neutral	n/a	n/a	n/a
135.0	1	scene	nonviolation	A	63
136.55475952300185	1	reward	n/a	n/a	n/a
139.5	1	scene	violation	A	32
141.05469641600212	1	reward	n/a	n/a	n/a
144.0	1	scene	violation	A	3
145.55463461199543	1	reward	n/a	n/a	n/a
148.5	1	scene	violation	A	35
150.05457299300178	1	neutral	n/a	n/a	n/a
153.0	1	scene	nonviolation	A	72
154.5545226510003	1	reward	n/a	n/a	n/a
157.5	1	scene	nonviolation	A	56
159.05445266100287	1	reward	n/a	n/a	n/a
162.0	1	scene	violation	A	38
163.55439180199755	1	reward	n/a	n/a	n/a
166.5	1	scene	violation	A	4
168.0543284669984	1	neutral	n/a	n/a	n/a
171.0	1	scene	violation	A	43
172.55427814200814	1	neutral	n/a	n/a	n/a
175.5	1	scene	nonviolation	A	55
177.05420857100395	1	neutral	n/a	n/a	n/a
180.0	1	scene	nonviolation	A	66
181.5541443330003	1	neutral	n/a	n/a	n/a
184.5	1	scene	nonviolation	A	82
186.05408629600424	1	neutral	n/a	n/a	n/a
189.0	1	scene	nonviolation	A	77
190.55402668000897	1	reward	n/a	n/a	n/a
193.5	1	scene	nonviolation	A	95
195.05396472899884	1	neutral	n/a	n/a	n/a
198.0	1	scene	nonviolation	A	92
199.55390854099826	1	reward	n/a	n/a	n/a
202.5	1	scene	violation	A	15
204.05384808599774	1	reward	n/a	n/a	n/a
207.0	1	scene	violation	A	42
208.553781153998	1	reward	n/a	n/a	n/a
211.5	1	scene	violation	A	26
213.05371968800318	1	reward	n/a	n/a	n/a
216.0	1	scene	violation	A	6
217.55366545599827	1	neutral	n/a	n/a	n/a
220.5	1	scene	nonviolation	A	68
222.053596141006	1	neutral	n/a	n/a	n/a
225.0	1	scene	violation	A	44
226.55353686300805	1	neutral	n/a	n/a	n/a
