onset	duration	trial_type	condition	pairmate	pairID
13.5	1	scene	violation	A	28
15.059291077079251	1	reward	n/a	n/a	n/a
18.0	1	scene	nonviolation	A	71
19.55923991207965	1	neutral	n/a	n/a	n/a
22.5	1	scene	nonviolation	A	54
24.05917399807368	1	neutral	n/a	n/a	n/a
27.0	1	scene	nonviolation	A	83
28.559113022987727	1	neutral	n/a	n/a	n/a
31.5	1	scene	violation	A	42
33.05905514408369	1	neutral	n/a	n/a	n/a
36.0	1	scene	nonviolation	A	73
37.55899399006739	1	reward	n/a	n/a	n/a
40.5	1	scene	nonviolation	A	59
42.058934118016616	1	neutral	n/a	n/a	n/a
45.0	1	scene	nonviolation	A	62
46.558882482000634	1	reward	n/a	n/a	n/a
49.5	1	scene	violation	A	13
51.05881747498643	1	reward	n/a	n/a	n/a
54.0	1	scene	nonviolation	A	50
55.55875930504408	1	reward	n/a	n/a	n/a
58.5	1	scene	nonviolation	A	64
60.05869547103065	1	neutral	n/a	n/a	n/a
63.0	1	scene	nonviolation	A	51
64.55863315903115	1	reward	n/a	n/a	n/a
67.5	1	scene	nonviolation	A	70
69.05857581098098	1	reward	n/a	n/a	n/a
72.0	1	scene	nonviolation	A	49
73.55851509200875	1	neutral	n/a	n/a	n/a
76.5	1	scene	violation	A	15
78.0584548850311	1	reward	n/a	n/a	n/a
81.0	1	scene	violation	A	10
82.5583938800264	1	neutral	n/a	n/a	n/a
85.5	1	scene	violation	A	35
87.05833720404188	1	neutral	n/a	n/a	n/a
90.0	1	scene	violation	A	33
91.5582736680517	1	reward	n/a	n/a	n/a
94.5	1	scene	violation	A	23
96.05822789506055	1	reward	n/a	n/a	n/a
99.0	1	scene	violation	A	1
100.55815448903013	1	reward	n/a	n/a	n/a
103.5	1	scene	violation	A	38
105.05809841700831	1	neutral	n/a	n/a	n/a
108.0	1	scene	nonviolation	A	84
109.55803558102345	1	reward	n/a	n/a	n/a
112.5	1	scene	nonviolation	A	65
114.05798676703122	1	reward	n/a	n/a	n/a
117.0	1	scene	nonviolation	A	86
118.55791817302817	1	reward	n/a	n/a	n/a
121.5	1	scene	violation	A	3
123.0578569410136	1	neutral	n/a	n/a	n/a
126.0	1	scene	violation	A	31
127.55779870599508	1	reward	n/a	n/a	n/a
130.5	1	scene	nonviolation	A	85
132.05773484706882	1	neutral	n/a	n/a	n/a
135.0	1	scene	violation	A	8
136.55767710506916	1	reward	n/a	n/a	n/a
139.5	1	scene	violation	A	27
141.05762027099263	1	neutral	n/a	n/a	n/a
144.0	1	scene	violation	A	37
145.55755630705968	1	reward	n/a	n/a	n/a
148.5	1	scene	violation	A	45
150.05749641300645	1	reward	n/a	n/a	n/a
153.0	1	scene	violation	A	4
154.55743657401763	1	neutral	n/a	n/a	n/a
157.5	1	scene	nonviolation	A	77
159.05737622606105	1	neutral	n/a	n/a	n/a
162.0	1	scene	nonviolation	A	94
163.5573172040749	1	reward	n/a	n/a	n/a
166.5	1	scene	nonviolation	A	74
168.0572570069926	1	reward	n/a	n/a	n/a
171.0	1	scene	violation	A	24
172.55719526298344	1	reward	n/a	n/a	n/a
175.5	1	scene	nonviolation	A	72
177.0571356320288	1	neutral	n/a	n/a	n/a
180.0	1	scene	nonviolation	A	63
181.55707607907246	1	reward	n/a	n/a	n/a
184.5	1	scene	violation	A	19
186.0570200320799	1	neutral	n/a	n/a	n/a
189.0	1	scene	nonviolation	A	96
190.55695437104438	1	reward	n/a	n/a	n/a
193.5	1	scene	violation	A	14
195.05689686303958	1	neutral	n/a	n/a	n/a
198.0	1	scene	nonviolation	A	90
199.55683453497483	1	neutral	n/a	n/a	n/a
202.5	1	scene	nonviolation	A	93
204.0567751770141	1	neutral	n/a	n/a	n/a
207.0	1	scene	violation	A	43
208.55671322799756	1	neutral	n/a	n/a	n/a
211.5	1	scene	violation	A	22
213.0566534840036	1	neutral	n/a	n/a	n/a
216.0	1	scene	nonviolation	A	76
217.556603124016	1	neutral	n/a	n/a	n/a
220.5	1	scene	violation	A	29
222.0565306930803	1	neutral	n/a	n/a	n/a
225.0	1	scene	violation	A	47
226.55648066406138	1	reward	n/a	n/a	n/a
