onset	duration	trial_type	condition	pairmate	pairID
13.5	1	scene	violation	A	15
15.067011796869338	1	neutral	n/a	n/a	n/a
18.0	1	scene	nonviolation	A	57
19.566957749892023	1	reward	n/a	n/a	n/a
22.5	1	scene	nonviolation	A	52
24.066896349191666	1	neutral	n/a	n/a	n/a
27.0	1	scene	nonviolation	A	77
28.566844445187602	1	reward	n/a	n/a	n/a
31.5	1	scene	violation	A	30
33.066784378141165	1	reward	n/a	n/a	n/a
36.0	1	scene	nonviolation	A	53
37.56673690490425	1	reward	n/a	n/a	n/a
40.5	1	scene	nonviolation	A	76
42.06666836421937	1	neutral	n/a	n/a	n/a
45.0	1	scene	nonviolation	A	80
46.56660435721278	1	reward	n/a	n/a	n/a
49.5	1	scene	nonviolation	A	87
51.066546934191145	1	reward	n/a	n/a	n/a
54.0	1	scene	nonviolation	A	74
55.56649547396228	1	neutral	n/a	n/a	n/a
58.5	1	scene	violation	A	3
60.066429235972464	1	neutral	n/a	n/a	n/a
63.0	1	scene	violation	A	37
64.56638072617352	1	reward	n/a	n/a	n/a
67.5	1	scene	nonviolation	A	66
69.06632257299498	1	reward	n/a	n/a	n/a
72.0	1	scene	violation	A	25
73.56626228801906	1	reward	n/a	n/a	n/a
76.5	1	scene	nonviolation	A	96
78.06619830615819	1	reward	n/a	n/a	n/a
81.0	1	scene	nonviolation	A	93
82.56615070486441	1	reward	n/a	n/a	n/a
85.5	1	scene	violation	A	38
87.06607873830944	1	neutral	n/a	n/a	n/a
90.0	1	scene	nonviolation	A	50
91.5660220021382	1	reward	n/a	n/a	n/a
94.5	1	scene	violation	A	1
96.06596801010893	1	reward	n/a	n/a	n/a
99.0	1	scene	violation	A	9
100.56590884085743	1	reward	n/a	n/a	n/a
103.5	1	scene	nonviolation	A	85
105.06585212424395	1	neutral	n/a	n/a	n/a
108.0	1	scene	nonviolation	A	91
109.5657964912243	1	neutral	n/a	n/a	n/a
112.5	1	scene	nonviolation	A	63
114.0657301931642	1	reward	n/a	n/a	n/a
117.0	1	scene	violation	A	27
118.56568318093196	1	neutral	n/a	n/a	n/a
121.5	1	scene	nonviolation	A	89
123.06561404187231	1	neutral	n/a	n/a	n/a
126.0	1	scene	violation	A	43
127.5655564512126	1	neutral	n/a	n/a	n/a
130.5	1	scene	nonviolation	A	88
132.0654961578548	1	neutral	n/a	n/a	n/a
135.0	1	scene	violation	A	2
136.56544853188095	1	reward	n/a	n/a	n/a
139.5	1	scene	nonviolation	A	72
141.06537913903594	1	neutral	n/a	n/a	n/a
144.0	1	scene	violation	A	23
145.56532031297684	1	neutral	n/a	n/a	n/a
148.5	1	scene	nonviolation	A	51
150.06526654120538	1	neutral	n/a	n/a	n/a
153.0	1	scene	nonviolation	A	64
154.56521676620468	1	neutral	n/a	n/a	n/a
157.5	1	scene	nonviolation	A	62
159.06514314888045	1	neutral	n/a	n/a	n/a
162.0	1	scene	violation	A	16
163.56508844485506	1	reward	n/a	n/a	n/a
166.5	1	scene	violation	A	21
168.065029325895	1	reward	n/a	n/a	n/a
171.0	1	scene	violation	A	44
172.56497169518843	1	neutral	n/a	n/a	n/a
175.5	1	scene	violation	A	48
177.06491264794022	1	reward	n/a	n/a	n/a
180.0	1	scene	nonviolation	A	68
181.564862373285	1	reward	n/a	n/a	n/a
184.5	1	scene	violation	A	45
186.06479849619788	1	reward	n/a	n/a	n/a
189.0	1	scene	violation	A	31
190.56473357928917	1	neutral	n/a	n/a	n/a
193.5	1	scene	violation	A	39
195.06468399800357	1	neutral	n/a	n/a	n/a
198.0	1	scene	violation	A	36
199.56461951509118	1	reward	n/a	n/a	n/a
202.5	1	scene	violation	A	22
204.0645600468852	1	reward	n/a	n/a	n/a
207.0	1	scene	violation	A	18
208.56450788723305	1	neutral	n/a	n/a	n/a
211.5	1	scene	nonviolation	A	81
213.0644466951489	1	reward	n/a	n/a	n/a
216.0	1	scene	violation	A	11
217.56438645021993	1	neutral	n/a	n/a	n/a
220.5	1	scene	nonviolation	A	67
222.06433214712888	1	neutral	n/a	n/a	n/a
225.0	1	scene	violation	A	8
226.56426622625443	1	neutral	n/a	n/a	n/a
