onset	duration	trial_type	condition	pairmate	pairID
13.5	1	scene	nonviolation	A	57
15.062813138007185	1	neutral	n/a	n/a	n/a
18.0	1	scene	nonviolation	A	60
19.562746779993176	1	reward	n/a	n/a	n/a
22.5	1	scene	nonviolation	A	88
24.06268847803585	1	reward	n/a	n/a	n/a
27.0	1	scene	violation	A	16
28.562628893996592	1	neutral	n/a	n/a	n/a
31.5	1	scene	nonviolation	A	95
33.06257621804252	1	reward	n/a	n/a	n/a
36.0	1	scene	nonviolation	A	80
37.56251054001041	1	neutral	n/a	n/a	n/a
40.5	1	scene	violation	A	17
42.062449302058674	1	reward	n/a	n/a	n/a
45.0	1	scene	violation	A	40
46.56238897203002	1	neutral	n/a	n/a	n/a
49.5	1	scene	nonviolation	A	91
51.06233016506303	1	neutral	n/a	n/a	n/a
54.0	1	scene	nonviolation	A	66
55.56226839404553	1	neutral	n/a	n/a	n/a
58.5	1	scene	violation	A	7
60.06220869801473	1	neutral	n/a	n/a	n/a
63.0	1	scene	violation	A	25
64.56215909402816	1	neutral	n/a	n/a	n/a
67.5	1	scene	nonviolation	A	81
69.06209760403726	1	neutral	n/a	n/a	n/a
72.0	1	scene	nonviolation	A	56
73.5620292009553	1	reward	n/a	n/a	n/a
76.5	1	scene	nonviolation	A	61
78.06197030702606	1	reward	n/a	n/a	n/a
81.0	1	scene	nonviolation	A	87
82.56191042298451	1	neutral	n/a	n/a	n/a
85.5	1	scene	violation	A	12
87.06186006206552	1	reward	n/a	n/a	n/a
90.0	1	scene	nonviolation	A	92
91.5617903589737	1	neutral	n/a	n/a	n/a
94.5	1	scene	nonviolation	A	52
96.06174315896351	1	reward	n/a	n/a	n/a
99.0	1	scene	nonviolation	A	69
100.56166995398236	1	reward	n/a	n/a	n/a
103.5	1	scene	nonviolation	A	53
105.0616097310558	1	neutral	n/a	n/a	n/a
108.0	1	scene	violation	A	9
109.56155269697773	1	neutral	n/a	n/a	n/a
112.5	1	scene	violation	A	44
114.0614880810026	1	neutral	n/a	n/a	n/a
117.0	1	scene	violation	A	30
118.56143041001631	1	neutral	n/a	n/a	n/a
121.5	1	scene	violation	A	46
123.06136887695178	1	neutral	n/a	n/a	n/a
126.0	1	scene	violation	A	41
127.5613206969574	1	reward	n/a	n/a	n/a
130.5	1	scene	nonviolation	A	78
132.06125028897077	1	reward	n/a	n/a	n/a
135.0	1	scene	violation	A	34
136.56118998106103	1	reward	n/a	n/a	n/a
139.5	1	scene	nonviolation	A	79
141.0611304079648	1	reward	n/a	n/a	n/a
144.0	1	scene	nonviolation	A	55
145.5610692410264	1	neutral	n/a	n/a	n/a
148.5	1	scene	nonviolation	A	67
150.0610116900643	1	neutral	n/a	n/a	n/a
153.0	1	scene	nonviolation	A	89
154.56095133500642	1	reward	n/a	n/a	n/a
157.5	1	scene	violation	A	20
159.0608891650336	1	neutral	n/a	n/a	n/a
162.0	1	scene	nonviolation	A	75
163.56082990695722	1	neutral	n/a	n/a	n/a
166.5	1	scene	violation	A	2
168.06076816597488	1	reward	n/a	n/a	n/a
171.0	1	scene	violation	A	5
172.56070723896846	1	reward	n/a	n/a	n/a
175.5	1	scene	nonviolation	A	68
177.06064689601772	1	reward	n/a	n/a	n/a
180.0	1	scene	violation	A	18
181.56058775703426	1	neutral	n/a	n/a	n/a
184.5	1	scene	violation	A	6
186.06052686297332	1	neutral	n/a	n/a	n/a
189.0	1	scene	violation	A	36
190.56046738405712	1	neutral	n/a	n/a	n/a
193.5	1	scene	violation	A	26
195.0604077889584	1	reward	n/a	n/a	n/a
198.0	1	scene	violation	A	32
199.56034688896037	1	reward	n/a	n/a	n/a
202.5	1	scene	nonviolation	A	58
204.0602897100616	1	neutral	n/a	n/a	n/a
207.0	1	scene	violation	A	39
208.56022771296557	1	reward	n/a	n/a	n/a
211.5	1	scene	violation	A	48
213.0601722700521	1	reward	n/a	n/a	n/a
216.0	1	scene	nonviolation	A	82
217.56010538805282	1	reward	n/a	n/a	n/a
220.5	1	scene	violation	A	11
222.06005438603458	1	reward	n/a	n/a	n/a
225.0	1	scene	violation	A	21
226.5599822889781	1	reward	n/a	n/a	n/a
