onset	duration	trial_type	condition	pairmate	pairID
13.5	1	scene	violation	A	13
15.060799844097344	1	neutral	n/a	n/a	n/a
18.0	1	scene	violation	A	6
19.560738614061847	1	neutral	n/a	n/a	n/a
22.5	1	scene	violation	A	27
24.06067480496131	1	neutral	n/a	n/a	n/a
27.0	1	scene	violation	A	41
28.56062343716621	1	neutral	n/a	n/a	n/a
31.5	1	scene	violation	A	9
33.06055825203657	1	neutral	n/a	n/a	n/a
36.0	1	scene	violation	A	39
37.5604923281353	1	reward	n/a	n/a	n/a
40.5	1	scene	violation	A	23
42.060438937973224	1	reward	n/a	n/a	n/a
45.0	1	scene	violation	A	40
46.56037708115764	1	neutral	n/a	n/a	n/a
49.5	1	scene	violation	A	44
51.06031785602681	1	reward	n/a	n/a	n/a
54.0	1	scene	violation	A	30
55.560257500968866	1	reward	n/a	n/a	n/a
58.5	1	scene	violation	A	45
60.060200050007545	1	neutral	n/a	n/a	n/a
63.0	1	scene	nonviolation	A	84
64.56013349001296	1	reward	n/a	n/a	n/a
67.5	1	scene	nonviolation	A	52
69.06007121503353	1	reward	n/a	n/a	n/a
72.0	1	scene	nonviolation	A	65
73.56001365906559	1	reward	n/a	n/a	n/a
76.5	1	scene	violation	A	8
78.05995481507854	1	reward	n/a	n/a	n/a
81.0	1	scene	nonviolation	A	90
82.55989530705847	1	neutral	n/a	n/a	n/a
85.5	1	scene	violation	A	19
87.0598393951077	1	neutral	n/a	n/a	n/a
90.0	1	scene	nonviolation	A	95
91.55977383698335	1	reward	n/a	n/a	n/a
94.5	1	scene	nonviolation	A	80
96.05971209518611	1	neutral	n/a	n/a	n/a
99.0	1	scene	nonviolation	A	82
100.55965378810652	1	neutral	n/a	n/a	n/a
103.5	1	scene	nonviolation	A	91
105.05959307099691	1	neutral	n/a	n/a	n/a
108.0	1	scene	nonviolation	A	60
109.5595327510964	1	neutral	n/a	n/a	n/a
112.5	1	scene	nonviolation	A	75
114.05947244097479	1	neutral	n/a	n/a	n/a
117.0	1	scene	violation	A	18
118.55942201800644	1	neutral	n/a	n/a	n/a
121.5	1	scene	nonviolation	A	54
123.05935618211515	1	neutral	n/a	n/a	n/a
126.0	1	scene	violation	A	26
127.5592933751177	1	reward	n/a	n/a	n/a
130.5	1	scene	violation	A	36
132.0592368640937	1	reward	n/a	n/a	n/a
135.0	1	scene	violation	A	38
136.55917134415358	1	neutral	n/a	n/a	n/a
139.5	1	scene	violation	A	48
141.0591116079595	1	reward	n/a	n/a	n/a
144.0	1	scene	nonviolation	A	88
145.55905541800894	1	neutral	n/a	n/a	n/a
148.5	1	scene	violation	A	2
150.0589897739701	1	neutral	n/a	n/a	n/a
153.0	1	scene	violation	A	21
154.55893795797599	1	reward	n/a	n/a	n/a
157.5	1	scene	violation	A	3
159.05887004616667	1	reward	n/a	n/a	n/a
162.0	1	scene	violation	A	14
163.55880996910855	1	reward	n/a	n/a	n/a
166.5	1	scene	nonviolation	A	69
168.05874909507108	1	neutral	n/a	n/a	n/a
171.0	1	scene	nonviolation	A	96
172.55869192816314	1	reward	n/a	n/a	n/a
175.5	1	scene	nonviolation	A	72
177.05863313097507	1	reward	n/a	n/a	n/a
180.0	1	scene	nonviolation	A	57
181.5585707011633	1	neutral	n/a	n/a	n/a
184.5	1	scene	nonviolation	A	87
186.05850987904702	1	reward	n/a	n/a	n/a
189.0	1	scene	nonviolation	A	71
190.5584473130293	1	neutral	n/a	n/a	n/a
193.5	1	scene	violation	A	25
195.0583859530743	1	neutral	n/a	n/a	n/a
198.0	1	scene	nonviolation	A	76
199.5583240389824	1	reward	n/a	n/a	n/a
202.5	1	scene	nonviolation	A	49
204.05826775613238	1	reward	n/a	n/a	n/a
207.0	1	scene	nonviolation	A	63
208.55820763902742	1	reward	n/a	n/a	n/a
211.5	1	scene	nonviolation	A	58
213.05814699316397	1	reward	n/a	n/a	n/a
216.0	1	scene	nonviolation	A	78
217.5580872921273	1	reward	n/a	n/a	n/a
220.5	1	scene	violation	A	12
222.0580226460006	1	reward	n/a	n/a	n/a
225.0	1	scene	nonviolation	A	50
226.5579630630091	1	neutral	n/a	n/a	n/a
