onset	duration	trial_type	condition	pairmate	pairID
13.5	1	scene	violation	A	10
15.059907182119787	1	neutral	n/a	n/a	n/a
18.0	1	scene	violation	A	18
19.55984059209004	1	reward	n/a	n/a	n/a
22.5	1	scene	violation	A	34
24.059789950959388	1	neutral	n/a	n/a	n/a
27.0	1	scene	nonviolation	A	96
28.55972333997488	1	neutral	n/a	n/a	n/a
31.5	1	scene	nonviolation	A	91
33.05965900234878	1	reward	n/a	n/a	n/a
36.0	1	scene	nonviolation	A	62
37.559602612163864	1	reward	n/a	n/a	n/a
40.5	1	scene	violation	A	27
42.05954465502872	1	reward	n/a	n/a	n/a
45.0	1	scene	violation	A	7
46.55949537223204	1	neutral	n/a	n/a	n/a
49.5	1	scene	violation	A	13
51.05942816194147	1	neutral	n/a	n/a	n/a
54.0	1	scene	nonviolation	A	73
55.55937170190737	1	neutral	n/a	n/a	n/a
58.5	1	scene	violation	A	28
60.05930877523497	1	reward	n/a	n/a	n/a
63.0	1	scene	violation	A	37
64.55924658291042	1	neutral	n/a	n/a	n/a
67.5	1	scene	nonviolation	A	78
69.0591889540665	1	reward	n/a	n/a	n/a
72.0	1	scene	violation	A	41
73.55912888189778	1	neutral	n/a	n/a	n/a
76.5	1	scene	violation	A	6
78.05907647730783	1	neutral	n/a	n/a	n/a
81.0	1	scene	violation	A	24
82.55902387807146	1	neutral	n/a	n/a	n/a
85.5	1	scene	nonviolation	A	88
87.05895051313564	1	neutral	n/a	n/a	n/a
90.0	1	scene	nonviolation	A	81
91.55888724001123	1	reward	n/a	n/a	n/a
94.5	1	scene	violation	A	48
96.05883353902028	1	reward	n/a	n/a	n/a
99.0	1	scene	nonviolation	A	75
100.55877203820272	1	neutral	n/a	n/a	n/a
103.5	1	scene	violation	A	42
105.05871566291898	1	reward	n/a	n/a	n/a
108.0	1	scene	nonviolation	A	94
109.55865912511943	1	neutral	n/a	n/a	n/a
112.5	1	scene	violation	A	2
114.05860262410715	1	reward	n/a	n/a	n/a
117.0	1	scene	violation	A	39
118.55853512091562	1	reward	n/a	n/a	n/a
121.5	1	scene	nonviolation	A	65
123.05847324710341	1	neutral	n/a	n/a	n/a
126.0	1	scene	nonviolation	A	74
127.55842281924559	1	reward	n/a	n/a	n/a
130.5	1	scene	violation	A	16
132.05835429113358	1	reward	n/a	n/a	n/a
135.0	1	scene	violation	A	9
136.55830983491614	1	reward	n/a	n/a	n/a
139.5	1	scene	nonviolation	A	60
141.05824687099084	1	neutral	n/a	n/a	n/a
144.0	1	scene	nonviolation	A	68
145.55817946512252	1	reward	n/a	n/a	n/a
148.5	1	scene	violation	A	33
150.05812084535137	1	reward	n/a	n/a	n/a
153.0	1	scene	nonviolation	A	83
154.5580587722361	1	reward	n/a	n/a	n/a
157.5	1	scene	violation	A	47
159.05799992615357	1	neutral	n/a	n/a	n/a
162.0	1	scene	nonviolation	A	70
163.55794524028897	1	neutral	n/a	n/a	n/a
166.5	1	scene	violation	A	4
168.05788349406794	1	reward	n/a	n/a	n/a
171.0	1	scene	violation	A	30
172.55782197322696	1	neutral	n/a	n/a	n/a
175.5	1	scene	nonviolation	A	95
177.05776179814708	1	reward	n/a	n/a	n/a
180.0	1	scene	violation	A	20
181.55770540004602	1	neutral	n/a	n/a	n/a
184.5	1	scene	nonviolation	A	56
186.05765053397045	1	neutral	n/a	n/a	n/a
189.0	1	scene	violation	A	32
190.5575808822177	1	neutral	n/a	n/a	n/a
193.5	1	scene	nonviolation	A	51
195.05753621924669	1	reward	n/a	n/a	n/a
198.0	1	scene	nonviolation	A	61
199.55746147502214	1	neutral	n/a	n/a	n/a
202.5	1	scene	nonviolation	A	54
204.0574144013226	1	neutral	n/a	n/a	n/a
207.0	1	scene	violation	A	23
208.5573511882685	1	reward	n/a	n/a	n/a
211.5	1	scene	nonviolation	A	86
213.05728447204456	1	neutral	n/a	n/a	n/a
216.0	1	scene	nonviolation	A	53
217.55722460802642	1	reward	n/a	n/a	n/a
220.5	1	scene	nonviolation	A	63
222.05716543132442	1	reward	n/a	n/a	n/a
225.0	1	scene	nonviolation	A	69
226.5571134439669	1	reward	n/a	n/a	n/a
