onset	duration	trial_type	condition	pairmate	pairID
13.5	1	scene	violation	A	26
15.067041891627015	1	neutral	n/a	n/a	n/a
18.0	1	scene	nonviolation	A	86
19.55036790203303	1	neutral	n/a	n/a	n/a
22.5	1	scene	nonviolation	A	78
24.06692069210112	1	neutral	n/a	n/a	n/a
27.0	1	scene	violation	A	3
28.55024951975793	1	neutral	n/a	n/a	n/a
31.5	1	scene	violation	A	43
33.05012997891754	1	reward	n/a	n/a	n/a
36.0	1	scene	nonviolation	A	74
37.55007013026625	1	neutral	n/a	n/a	n/a
40.5	1	scene	violation	A	23
42.05007893033326	1	neutral	n/a	n/a	n/a
45.0	1	scene	nonviolation	A	83
46.54994958359748	1	reward	n/a	n/a	n/a
49.5	1	scene	nonviolation	A	85
51.066557859070606	1	reward	n/a	n/a	n/a
54.0	1	scene	violation	A	31
55.56649709492922	1	neutral	n/a	n/a	n/a
58.5	1	scene	nonviolation	A	61
60.04978414811193	1	neutral	n/a	n/a	n/a
63.0	1	scene	violation	A	24
64.56637590844184	1	neutral	n/a	n/a	n/a
67.5	1	scene	nonviolation	A	68
69.0663137761876	1	reward	n/a	n/a	n/a
72.0	1	scene	violation	A	12
73.56625511217862	1	reward	n/a	n/a	n/a
76.5	1	scene	nonviolation	A	64
78.06619179435074	1	reward	n/a	n/a	n/a
81.0	1	scene	nonviolation	A	63
82.56613343209028	1	neutral	n/a	n/a	n/a
85.5	1	scene	nonviolation	A	72
87.06607607100159	1	neutral	n/a	n/a	n/a
90.0	1	scene	nonviolation	A	49
91.56601314991713	1	reward	n/a	n/a	n/a
94.5	1	scene	violation	A	18
96.06595173943786	1	reward	n/a	n/a	n/a
99.0	1	scene	violation	A	19
100.56589039415121	1	reward	n/a	n/a	n/a
103.5	1	scene	violation	A	13
105.06583136878908	1	neutral	n/a	n/a	n/a
108.0	1	scene	violation	A	35
109.56577066332102	1	reward	n/a	n/a	n/a
112.5	1	scene	nonviolation	A	93
114.06570789683609	1	reward	n/a	n/a	n/a
117.0	1	scene	nonviolation	A	94
118.56564943585545	1	neutral	n/a	n/a	n/a
121.5	1	scene	nonviolation	A	51
123.06558968033642	1	neutral	n/a	n/a	n/a
126.0	1	scene	violation	A	15
127.56552804727109	1	neutral	n/a	n/a	n/a
130.5	1	scene	violation	A	10
132.06546865403652	1	reward	n/a	n/a	n/a
135.0	1	scene	nonviolation	A	67
136.56541058421138	1	neutral	n/a	n/a	n/a
139.5	1	scene	violation	A	42
141.0653475597501	1	neutral	n/a	n/a	n/a
144.0	1	scene	nonviolation	A	50
145.56528709735719	1	neutral	n/a	n/a	n/a
148.5	1	scene	violation	A	6
150.06522584240884	1	reward	n/a	n/a	n/a
153.0	1	scene	violation	A	36
154.56516592204568	1	reward	n/a	n/a	n/a
157.5	1	scene	violation	A	34
159.06510849203912	1	neutral	n/a	n/a	n/a
162.0	1	scene	violation	A	37
163.56504594907162	1	neutral	n/a	n/a	n/a
166.5	1	scene	violation	A	32
168.06498399935663	1	reward	n/a	n/a	n/a
171.0	1	scene	nonviolation	A	79
172.56492791045457	1	reward	n/a	n/a	n/a
175.5	1	scene	nonviolation	A	52
177.0648640636355	1	reward	n/a	n/a	n/a
180.0	1	scene	nonviolation	A	95
181.56480378843847	1	reward	n/a	n/a	n/a
184.5	1	scene	violation	A	28
186.06474237516517	1	reward	n/a	n/a	n/a
189.0	1	scene	nonviolation	A	66
190.56468308065087	1	reward	n/a	n/a	n/a
193.5	1	scene	violation	A	2
195.0646236501634	1	neutral	n/a	n/a	n/a
198.0	1	scene	violation	A	1
199.56455989088863	1	reward	n/a	n/a	n/a
202.5	1	scene	violation	A	44
204.0644996864721	1	neutral	n/a	n/a	n/a
207.0	1	scene	nonviolation	A	96
208.56444131117317	1	neutral	n/a	n/a	n/a
211.5	1	scene	violation	A	48
213.06437908858058	1	reward	n/a	n/a	n/a
216.0	1	scene	nonviolation	A	81
217.56431948021054	1	neutral	n/a	n/a	n/a
220.5	1	scene	nonviolation	A	77
222.06426039338112	1	reward	n/a	n/a	n/a
225.0	1	scene	nonviolation	A	62
226.56419999245557	1	reward	n/a	n/a	n/a
